Ticker,Start_Date,M1_Price,M1_Percent_Change,M2_Price,M2_Percent_Change,M3_Price,M3_Percent_Change,M4_Price,M4_Percent_Change,M5_Price,M5_Percent_Change,M6_Price,M6_Percent_Change,M7_Price,M7_Percent_Change,M8_Price,M8_Percent_Change,M9_Price,M9_Percent_Change,M10_Price,M10_Percent_Change,M11_Price,M11_Percent_Change,Final_Rolling_Performance,Num_Sell_Events,Total_Reset_Value,Portfolio_Weight,Sell_Events_Impact,Rolling_Performance_Track,Total Loss $1M
PSA,1/1/23,279.14,7.78,272.69,-2.31,285.74,4.79,273.48,-4.29,263.96,-3.48,273.74,3.71,265.83,-2.89,261.55,-1.61,251.82,-3.72,229.29,-8.95,245.83,7.21,7.21,1,-10.97,0.09,-102.86,M1:7.78% -> M2:5.47% -> M3:10.26% -> M4:5.97% -> M5:2.49% -> M6:6.2% -> M7:3.31% -> M8:1.7% -> M9:-2.02% -> M10:-10.97% [SELL] -> M11:7.21%,
SLB,1/1/23,54.08,7.66,50.84,-5.99,49.91,-1.83,46.63,-6.57,41.11,-11.84,47.33,15.13,55.7,17.68,57.46,3.16,56.22,-2.16,53.99,-3.97,50.11,-7.19,22.65,1,-18.57,0.09,-173.76,M1:7.66% -> M2:1.67% -> M3:-0.16% -> M4:-6.73% -> M5:-18.57% [SELL] -> M6:15.13% -> M7:32.81% -> M8:35.97% -> M9:33.81% -> M10:29.84% -> M11:22.65%,
AMP,1/1/23,338.4,11.52,332.15,-1.85,298.14,-10.24,297.84,-0.1,293.02,-1.62,323.07,10.26,338.25,4.7,332.43,-1.72,320.61,-3.56,309.37,-3.51,347.44,12.31,16.19,0,0,0.09,0,M1:11.52% -> M2:9.67% -> M3:-0.57% -> M4:-0.67% -> M5:-2.29% -> M6:7.97% -> M7:12.67% -> M8:10.95% -> M9:7.39% -> M10:3.88% -> M11:16.19%,
ALL,1/1/23,121.15,-5.97,122.65,1.24,107.84,-12.08,110.59,2.55,103.56,-6.36,105.16,1.54,108.5,3.18,105.67,-2.61,107.95,2.16,125.53,16.29,134.13,6.85,23.6,1,-16.81,0.09,-155.01,M1:-5.97% -> M2:-4.73% -> M3:-16.81% [SELL] -> M4:2.55% -> M5:-3.81% -> M6:-2.27% -> M7:0.91% -> M8:-1.7% -> M9:0.46% -> M10:16.75% -> M11:23.6%,
FICO,1/1/23,662.47,8.84,675.54,1.97,700,3.62,726.72,3.82,786.3,8.2,805.9,2.49,835.43,3.66,909.87,8.91,865,-4.93,849.23,-1.82,1084.97,27.76,62.52,0,0,0.09,0,M1:8.84% -> M2:10.81% -> M3:14.43% -> M4:18.25% -> M5:26.45% -> M6:28.94% -> M7:32.6% -> M8:41.51% -> M9:36.58% -> M10:34.76% -> M11:62.52%,
MNST,1/1/23,52,2.2,49.1,-5.58,54.22,10.43,55.82,2.95,58.57,4.93,57,-2.68,57.6,1.05,57.7,0.17,52.83,-8.44,51.21,-3.07,54.92,7.24,9.2,0,0,0.09,0,M1:2.2% -> M2:-3.38% -> M3:7.05% -> M4:10.0% -> M5:14.93% -> M6:12.25% -> M7:13.3% -> M8:13.47% -> M9:5.03% -> M10:1.96% -> M11:9.2%,
PAYX,1/1/23,108.2,-0.85,103.84,-4.03,106.12,2.2,103.16,-2.79,100.58,-2.5,105.84,5.23,118.96,12.4,117.38,-1.33,109.86,-6.41,104.62,-4.77,117.58,12.39,9.54,0,0,0.09,0,M1:-0.85% -> M2:-4.88% -> M3:-2.68% -> M4:-5.47% -> M5:-7.97% -> M6:-2.74% -> M7:9.66% -> M8:8.33% -> M9:1.92% -> M10:-2.85% -> M11:9.54%,
CHTR,1/1/23,381.23,11.45,365.28,-4.18,358.98,-1.72,368.64,2.69,328.15,-10.98,366.24,11.61,404.26,10.38,423.2,4.69,440.13,4,402.85,-8.47,400.13,-0.68,18.79,0,0,0.09,0,M1:11.45% -> M2:7.27% -> M3:5.55% -> M4:8.24% -> M5:-2.74% -> M6:8.87% -> M7:19.25% -> M8:23.94% -> M9:27.94% -> M10:19.47% -> M11:18.79%,
AEP,1/1/23,85.27,-1.77,80.89,-5.14,83.52,3.25,85.21,2.02,77.64,-8.88,78.42,1,79.03,0.78,74.23,-6.07,70.25,-5.36,71.24,1.41,75.99,6.67,-1.57,1,-10.52,0.09,-93.49,M1:-1.77% -> M2:-6.91% -> M3:-3.66% -> M4:-1.64% -> M5:-10.52% [SELL] -> M6:1.0% -> M7:1.78% -> M8:-4.29% -> M9:-9.65% -> M10:-8.24% -> M11:-1.57%,
ROST,1/1/23,116.48,2.05,104.69,-10.12,104.05,-0.61,104.57,0.5,101.51,-2.93,109.48,7.85,112.75,2.99,120.17,6.58,111.56,-7.16,114.73,2.84,129.26,12.66,25.76,1,-11.11,0.09,-98.36,M1:2.05% -> M2:-8.07% -> M3:-8.68% -> M4:-8.18% -> M5:-11.11% [SELL] -> M6:7.85% -> M7:10.84% -> M8:17.42% -> M9:10.26% -> M10:13.1% -> M11:25.76%,
PWR,1/1/23,151.05,6.06,161.42,6.87,166.37,3.07,169.34,1.79,176.55,4.26,195.45,10.71,200.53,2.6,210.47,4.96,186.56,-11.36,163.78,-12.21,187.49,14.48,31.23,0,0,0.09,0,M1:6.06% -> M2:12.93% -> M3:16.0% -> M4:17.79% -> M5:22.05% -> M6:32.76% -> M7:35.36% -> M8:40.32% -> M9:28.96% -> M10:16.75% -> M11:31.23%,
CMI,1/1/23,233.72,1.69,231.74,-0.85,227.19,-1.96,223.8,-1.49,196.24,-12.31,235.16,19.83,249.88,6.26,223.69,-10.48,219.98,-1.66,209.59,-4.72,218.85,4.42,13.65,1,-14.92,0.09,-129.39,M1:1.69% -> M2:0.84% -> M3:-1.12% -> M4:-2.61% -> M5:-14.92% [SELL] -> M6:19.83% -> M7:26.09% -> M8:15.61% -> M9:13.95% -> M10:9.23% -> M11:13.65%,
AXON,1/1/23,197.16,17.44,208.74,5.87,223.98,7.3,211.33,-5.65,191.59,-9.34,194.31,1.42,184.45,-5.07,213.61,15.81,197.29,-7.64,204.95,3.88,229.87,12.16,36.18,0,0,0.09,0,M1:17.44% -> M2:23.31% -> M3:30.61% -> M4:24.96% -> M5:15.62% -> M6:17.04% -> M7:11.97% -> M8:27.78% -> M9:20.14% -> M10:24.02% -> M11:36.18%,
VST,1/1/23,22.01,-1.61,21.26,-3.41,23.17,8.98,23.15,-0.09,23.33,0.78,25.59,9.69,27.37,6.96,30.93,13.01,32.86,6.24,32.37,-1.49,34.86,7.69,46.75,0,0,0.09,0,M1:-1.61% -> M2:-5.02% -> M3:3.96% -> M4:3.87% -> M5:4.65% -> M6:14.34% -> M7:21.3% -> M8:34.31% -> M9:40.55% -> M10:39.06% -> M11:46.75%,
URI,1/1/23,427.98,22.74,457.16,6.82,386,-15.57,353.03,-8.54,329.35,-6.71,435.16,32.13,455.12,4.59,476.86,4.78,437.26,-8.3,397.85,-9.01,473.31,18.97,41.9,0,0,0.09,0,M1:22.74% -> M2:29.56% -> M3:13.99% -> M4:5.45% -> M5:-1.26% -> M6:30.87% -> M7:35.46% -> M8:40.24% -> M9:31.94% -> M10:22.93% -> M11:41.9%,
MSCI,1/1/23,529,15.55,507.46,-4.07,541.01,6.61,471.89,-12.78,461.83,-2.13,459.21,-0.57,535.49,16.61,538.38,0.54,502.64,-6.64,460.23,-8.44,511.55,11.15,15.83,0,0,0.09,0,M1:15.55% -> M2:11.48% -> M3:18.09% -> M4:5.31% -> M5:3.18% -> M6:2.61% -> M7:19.22% -> M8:19.76% -> M9:13.12% -> M10:4.68% -> M11:15.83%,
LULU,1/1/23,306.9,-6.11,309.39,0.81,364.19,17.71,380.58,4.5,330.91,-13.05,379.9,14.8,376.99,-0.77,393,4.25,384.6,-2.14,393.31,2.26,447.6,13.8,36.06,0,0,0.08,0,M1:-6.11% -> M2:-5.3% -> M3:12.41% -> M4:16.91% -> M5:3.86% -> M6:18.66% -> M7:17.89% -> M8:22.14% -> M9:20.0% -> M10:22.26% -> M11:36.06%,
O,1/1/23,60.27,6.28,57.13,-5.21,56.56,-1,56.48,-0.14,53.88,-4.6,54.37,0.91,55.75,2.54,51.68,-7.3,45.97,-11.05,44.22,-3.81,50.21,13.55,9.74,1,-19.57,0.08,-162.67,M1:6.28% -> M2:1.07% -> M3:0.07% -> M4:-0.07% -> M5:-4.67% -> M6:-3.76% -> M7:-1.22% -> M8:-8.52% -> M9:-19.57% [SELL] -> M10:-3.81% -> M11:9.74%,
PSX,1/1/23,92.07,-3.48,95.98,4.25,97.83,1.93,91.51,-6.46,87.5,-4.38,90.11,2.98,104.75,16.25,110.43,5.42,114.2,3.41,109.21,-4.37,123.31,12.91,28.46,0,0,0.08,0,M1:-3.48% -> M2:0.77% -> M3:2.7% -> M4:-3.76% -> M5:-8.14% -> M6:-5.16% -> M7:11.09% -> M8:16.51% -> M9:19.92% -> M10:15.55% -> M11:28.46%,
AIG,1/1/23,59.76,-1.42,58.43,-2.23,48.53,-16.94,50.58,4.22,51.23,1.29,55.71,8.74,58.46,4.94,57,-2.5,58.86,3.26,60.09,2.09,63.95,6.42,28.46,1,-20.59,0.08,-167.96,M1:-1.42% -> M2:-3.65% -> M3:-20.59% [SELL] -> M4:4.22% -> M5:5.51% -> M6:14.25% -> M7:19.19% -> M8:16.69% -> M9:19.95% -> M10:22.04% -> M11:28.46%,
FANG,1/1/23,130.61,7.43,126.37,-3.25,131.57,4.11,128.69,-2.19,117.97,-8.33,121.76,3.21,135.28,11.1,142.28,5.17,144.37,1.47,150.69,4.38,146.69,-2.65,20.45,0,0,0.08,0,M1:7.43% -> M2:4.18% -> M3:8.29% -> M4:6.1% -> M5:-2.23% -> M6:0.98% -> M7:12.08% -> M8:17.25% -> M9:18.72% -> M10:23.1% -> M11:20.45%,
D,1/1/23,56.28,2.98,49.32,-12.37,50.52,2.43,51.39,1.72,44.72,-12.98,47.14,5.41,48.9,3.73,45.24,-7.48,41.24,-8.84,37.36,-9.41,42.73,14.37,14.37,2,-34.81,0.08,-282.29,M1:2.98% -> M2:-9.39% -> M3:-6.96% -> M4:-5.24% -> M5:-18.22% [SELL] -> M6:5.41% -> M7:9.14% -> M8:1.66% -> M9:-7.18% -> M10:-16.59% [SELL] -> M11:14.37%,
HWM,1/1/23,40.16,2.71,41.91,4.36,41.98,0.17,44,4.81,42.9,-2.5,48.91,14.01,49.45,1.1,49.69,0.49,45.73,-7.97,44.1,-3.56,52.42,18.87,32.49,0,0,0.08,0,M1:2.71% -> M2:7.07% -> M3:7.24% -> M4:12.05% -> M5:9.55% -> M6:23.56% -> M7:24.66% -> M8:25.15% -> M9:17.18% -> M10:13.62% -> M11:32.49%,
DHI,1/1/23,96.03,8.13,90.44,-5.82,95.6,5.71,107.7,12.66,105.73,-1.83,119.73,13.24,124.66,4.12,117.62,-5.65,104.83,-10.87,103.18,-1.57,126.58,22.68,40.8,0,0,0.08,0,M1:8.13% -> M2:2.31% -> M3:8.02% -> M4:20.68% -> M5:18.85% -> M6:32.09% -> M7:36.21% -> M8:30.56% -> M9:19.69% -> M10:18.12% -> M11:40.8%,
KR,1/1/23,42.17,-0.17,41.03,-2.7,47.35,15.4,46.69,-1.39,43.38,-7.09,45.08,3.92,46.73,3.66,44.87,-3.98,43.09,-3.97,44.01,2.14,43.28,-1.66,4.16,0,0,0.08,0,M1:-0.17% -> M2:-2.87% -> M3:12.53% -> M4:11.14% -> M5:4.05% -> M6:7.97% -> M7:11.63% -> M8:7.65% -> M9:3.68% -> M10:5.82% -> M11:4.16%,
NDAQ,1/1/23,58.38,-2.18,54.12,-7.3,52.94,-2.18,53.79,1.61,53.75,-0.07,48.59,-9.6,49.2,1.26,51.49,4.65,47.67,-7.42,48.9,2.58,54.76,11.98,4.99,1,-11.66,0.08,-93.68,M1:-2.18% -> M2:-9.48% -> M3:-11.66% [SELL] -> M4:1.61% -> M5:1.54% -> M6:-8.06% -> M7:-6.8% -> M8:-2.15% -> M9:-9.57% -> M10:-6.99% -> M11:4.99%,
OXY,1/1/23,62.49,3.14,56.9,-8.95,64.12,12.69,59.47,-7.25,56.27,-5.38,57.67,2.49,61.29,6.28,62.27,1.6,63.76,2.39,60.96,-4.39,57.97,-4.9,-2.28,0,0,0.08,0,M1:3.14% -> M2:-5.81% -> M3:6.88% -> M4:-0.37% -> M5:-5.75% -> M6:-3.26% -> M7:3.02% -> M8:4.62% -> M9:7.01% -> M10:2.62% -> M11:-2.28%,
EW,1/1/23,79.11,4.08,80.08,1.23,82.31,2.78,87.52,6.33,84.06,-3.95,93.62,11.37,81.5,-12.95,77.18,-5.3,68.86,-10.78,63.5,-7.78,67.46,6.24,6.24,1,-14.97,0.08,-118.84,M1:4.08% -> M2:5.31% -> M3:8.09% -> M4:14.42% -> M5:10.47% -> M6:21.84% -> M7:8.89% -> M8:3.59% -> M9:-7.19% -> M10:-14.97% [SELL] -> M11:6.24%,
COR,1/1/23,164.45,2.07,152.13,-7.49,157.94,3.82,164.01,3.84,167.81,2.32,188.15,12.12,184.48,-1.95,174.12,-5.62,177.52,1.95,182.63,2.88,201.24,10.19,24.13,0,0,0.08,0,M1:2.07% -> M2:-5.42% -> M3:-1.6% -> M4:2.24% -> M5:4.56% -> M6:16.68% -> M7:14.73% -> M8:9.11% -> M9:11.06% -> M10:13.94% -> M11:24.13%,
KDP,1/1/23,33.4,-0.71,32.66,-2.22,33.72,3.25,31.17,-7.56,29.9,-4.07,30.02,0.4,32.8,9.26,32.43,-1.13,30.45,-6.11,29.42,-3.38,30.62,4.08,3.12,1,-11.31,0.08,-89.35,M1:-0.71% -> M2:-2.93% -> M3:0.32% -> M4:-7.24% -> M5:-11.31% [SELL] -> M6:0.4% -> M7:9.66% -> M8:8.53% -> M9:2.42% -> M10:-0.96% -> M11:3.12%,
FIS,1/1/23,70.94,9.02,60.29,-15.01,52.04,-13.68,55.35,6.36,52.38,-5.37,55.91,6.74,58.22,4.13,54.51,-6.37,53.83,-1.25,48.19,-10.48,57.06,18.41,12.17,1,-19.67,0.08,-155.2,M1:9.02% -> M2:-5.99% -> M3:-19.67% [SELL] -> M4:6.36% -> M5:0.99% -> M6:7.73% -> M7:11.86% -> M8:5.49% -> M9:4.24% -> M10:-6.24% -> M11:12.17%,
KMB,1/1/23,119.11,-4.96,114.88,-3.55,124.76,8.6,134.95,8.17,125.51,-7,128.38,2.29,121.04,-5.72,120.98,-0.05,113.88,-5.87,113.64,-0.21,117.18,3.12,-5.18,0,0,0.08,0,M1:-4.96% -> M2:-8.51% -> M3:0.09% -> M4:8.26% -> M5:1.26% -> M6:3.55% -> M7:-2.17% -> M8:-2.22% -> M9:-8.09% -> M10:-8.3% -> M11:-5.18%,
NEM,1/1/23,49.17,9.27,41.25,-16.11,46.12,11.81,44.94,-2.56,38.82,-13.62,40.73,4.92,40.14,-1.45,37.93,-5.51,35.01,-7.7,36.11,3.14,39.04,8.11,1.51,1,-11.21,0.08,-87.89,M1:9.27% -> M2:-6.84% -> M3:4.97% -> M4:2.41% -> M5:-11.21% [SELL] -> M6:4.92% -> M7:3.47% -> M8:-2.04% -> M9:-9.74% -> M10:-6.6% -> M11:1.51%,
DFS,1/1/23,107.18,14.31,106.29,-0.83,94.36,-11.22,98.69,4.59,99.2,0.52,112.24,13.15,100.87,-10.13,88.41,-12.35,88.58,0.19,79.81,-9.9,90.49,13.38,13.38,1,-11.67,0.08,-91.28,M1:14.31% -> M2:13.48% -> M3:2.26% -> M4:6.85% -> M5:7.37% -> M6:20.52% -> M7:10.39% -> M8:-1.96% -> M9:-1.77% -> M10:-11.67% [SELL] -> M11:13.38%,
PCG,1/1/23,15.74,-1.19,15.49,-1.59,16.14,4.2,17.15,6.26,16.78,-2.16,17.09,1.85,17.5,2.4,16.37,-6.46,15.99,-2.32,16.29,1.88,17.13,5.16,8.03,0,0,0.08,0,M1:-1.19% -> M2:-2.78% -> M3:1.42% -> M4:7.68% -> M5:5.52% -> M6:7.37% -> M7:9.77% -> M8:3.31% -> M9:0.99% -> M10:2.87% -> M11:8.03%,
TEL,1/1/23,123.14,9.49,123.68,0.44,127.19,2.84,119.19,-6.29,119.55,0.3,136.75,14.39,139.79,2.22,131.14,-6.19,120.68,-7.98,117.74,-2.44,128.98,9.55,16.33,0,0,0.08,0,M1:9.49% -> M2:9.93% -> M3:12.77% -> M4:6.48% -> M5:6.78% -> M6:21.17% -> M7:23.39% -> M8:17.2% -> M9:9.22% -> M10:6.78% -> M11:16.33%,
MPC,1/1/23,122.68,11.42,118.43,-3.46,131.42,10.97,116.3,-11.51,101.67,-12.58,112.97,11.11,127.07,12.48,140.61,10.66,146.39,4.11,147.72,0.91,144.97,-1.86,32.25,0,0,0.08,0,M1:11.42% -> M2:7.96% -> M3:18.93% -> M4:7.42% -> M5:-5.16% -> M6:5.95% -> M7:18.43% -> M8:29.09% -> M9:33.2% -> M10:34.11% -> M11:32.25%,
FAST,1/1/23,47.15,5.13,48.74,3.37,50.97,4.58,51.7,1.43,51.73,0.06,56.1,8.45,56.2,0.18,55.73,-0.84,52.53,-5.74,56.51,7.58,57.76,2.21,26.41,0,0,0.08,0,M1:5.13% -> M2:8.5% -> M3:13.08% -> M4:14.51% -> M5:14.57% -> M6:23.02% -> M7:23.2% -> M8:22.36% -> M9:16.62% -> M10:24.2% -> M11:26.41%,
AME,1/1/23,142.77,3.18,139.11,-2.56,142.83,2.67,136.38,-4.52,144.01,5.59,159.16,10.52,156.09,-1.93,158.74,1.7,146.56,-7.67,140.73,-3.98,154.33,9.66,12.66,0,0,0.08,0,M1:3.18% -> M2:0.62% -> M3:3.29% -> M4:-1.23% -> M5:4.36% -> M6:14.88% -> M7:12.95% -> M8:14.65% -> M9:6.98% -> M10:3.0% -> M11:12.66%,
PEG,1/1/23,57.39,0.07,56.5,-1.55,58.37,3.31,59.38,1.73,56.48,-4.88,59.34,5.06,61.06,2.9,58.4,-4.36,54.33,-6.97,58.88,8.37,59.91,1.75,5.43,0,0,0.08,0,M1:0.07% -> M2:-1.48% -> M3:1.83% -> M4:3.56% -> M5:-1.32% -> M6:3.74% -> M7:6.64% -> M8:2.28% -> M9:-4.69% -> M10:3.68% -> M11:5.43%,
PRU,1/1/23,93.11,3.98,90.63,-2.66,74.99,-17.26,78.39,4.53,73.1,-6.75,81.4,11.35,88.97,9.3,89.2,0.26,87.86,-1.5,85.56,-2.62,92.08,7.62,22.19,1,-15.94,0.08,-120.27,M1:3.98% -> M2:1.32% -> M3:-15.94% [SELL] -> M4:4.53% -> M5:-2.22% -> M6:9.13% -> M7:18.43% -> M8:18.69% -> M9:17.19% -> M10:14.57% -> M11:22.19%,
KVUE,5/1/23,23.64,-0.88,24.58,3.98,21.97,-10.62,21.86,-0.5,19.07,-12.76,17.51,-8.18,19.34,10.45,20.42,5.58,,,,,,,7.85,1,-20.78,0.08,-156.04,M1:-0.88% -> M2:3.1% -> M3:-7.52% -> M4:-8.02% -> M5:-20.78% [SELL] -> M6:-8.18% -> M7:2.27% -> M8:7.85%,
STZ,1/1/23,222.75,-0.43,215.26,-3.36,218.68,1.59,221.37,1.23,235.31,6.3,239.2,1.65,264.44,10.55,254.91,-3.6,244.1,-4.24,228.92,-6.22,236.77,3.43,6.9,0,0,0.07,0,M1:-0.43% -> M2:-3.79% -> M3:-2.2% -> M4:-0.97% -> M5:5.33% -> M6:6.98% -> M7:17.53% -> M8:13.93% -> M9:9.69% -> M10:3.47% -> M11:6.9%,
GLW,1/1/23,32.18,7.37,31.89,-0.9,33.02,3.54,31.23,-5.42,29.28,-6.24,33.17,13.29,32.15,-3.08,31.72,-1.34,28.96,-8.7,25.53,-11.84,27.35,7.13,7.13,1,-13.32,0.07,-97.07,M1:7.37% -> M2:6.47% -> M3:10.01% -> M4:4.59% -> M5:-1.65% -> M6:11.64% -> M7:8.56% -> M8:7.22% -> M9:-1.48% -> M10:-13.32% [SELL] -> M11:7.13%,
LHX,1/1/23,204.16,2.85,200.2,-1.94,189.3,-5.44,187.64,-0.88,168.31,-10.3,189.18,12.4,183.56,-2.97,172.36,-6.1,169.17,-1.85,175.65,3.83,187.05,6.49,11.8,1,-15.71,0.07,-114.48,M1:2.85% -> M2:0.91% -> M3:-4.53% -> M4:-5.41% -> M5:-15.71% [SELL] -> M6:12.4% -> M7:9.43% -> M8:3.33% -> M9:1.48% -> M10:5.31% -> M11:11.8%,
GRMN,1/1/23,94.54,6.27,93.52,-1.08,97.24,3.98,94.46,-2.86,99.46,5.29,101.23,1.78,102.35,1.11,103.67,1.29,102.27,-1.35,104.25,1.94,119.26,14.4,30.77,0,0,0.07,0,M1:6.27% -> M2:5.19% -> M3:9.17% -> M4:6.31% -> M5:11.6% -> M6:13.38% -> M7:14.49% -> M8:15.78% -> M9:14.43% -> M10:16.37% -> M11:30.77%,
BKR,1/1/23,29.72,6.98,29.18,-1.82,28.75,-1.47,27.6,-4,26.14,-5.29,30.34,16.07,34.04,12.2,35.27,3.61,33.95,-3.74,33.27,-2,32.66,-1.83,18.71,0,0,0.07,0,M1:6.98% -> M2:5.16% -> M3:3.69% -> M4:-0.31% -> M5:-5.6% -> M6:10.47% -> M7:22.67% -> M8:26.28% -> M9:22.54% -> M10:20.54% -> M11:18.71%,
CBRE,1/1/23,84.83,8.7,84.6,-0.27,72.53,-14.27,76.46,5.42,74.76,-2.22,80.53,7.72,81.58,1.3,85.42,4.71,72.69,-14.9,69.53,-4.35,79.17,13.86,5.7,0,0,0.07,0,M1:8.7% -> M2:8.43% -> M3:-5.84% -> M4:-0.42% -> M5:-2.64% -> M6:5.08% -> M7:6.38% -> M8:11.09% -> M9:-3.81% -> M10:-8.16% -> M11:5.7%,
CTVA,1/1/23,62.37,9,60.69,-2.69,59.16,-2.52,59.76,1.01,52.34,-12.42,56.5,7.95,54.99,-2.67,50.1,-8.89,50.04,-0.12,47.29,-5.5,44.72,-5.43,0,2,-22.28,0.07,-158.36,M1:9.0% -> M2:6.31% -> M3:3.79% -> M4:4.8% -> M5:-7.62% -> M6:0.33% -> M7:-2.34% -> M8:-11.23% [SELL] -> M9:-0.12% -> M10:-5.62% -> M11:-11.05% [SELL],
HES,1/1/23,145.46,6.57,131.86,-9.35,136.23,3.31,140.06,2.81,124.12,-11.38,133.86,7.85,147.78,10.4,153.67,3.99,150.57,-2.02,142.34,-5.47,138.17,-2.93,3.78,0,0,0.07,0,M1:6.57% -> M2:-2.78% -> M3:0.53% -> M4:3.34% -> M5:-8.04% -> M6:-0.19% -> M7:10.21% -> M8:14.2% -> M9:12.18% -> M10:6.71% -> M11:3.78%,
CCI,1/1/23,131.2,7.48,115.98,-11.6,119.65,3.16,110.72,-7.46,101.91,-7.96,104.19,2.24,99.26,-4.73,92.4,-6.91,85.25,-7.74,86.46,1.42,109.09,26.17,27.59,2,-33.52,0.07,-237.61,M1:7.48% -> M2:-4.12% -> M3:-0.96% -> M4:-8.42% -> M5:-16.38% [SELL] -> M6:2.24% -> M7:-2.49% -> M8:-9.4% -> M9:-17.14% [SELL] -> M10:1.42% -> M11:27.59%,
DAL,1/1/23,38.15,16.81,37.65,-1.31,33.86,-10.07,33.81,-0.15,35.77,5.8,46.59,30.25,45.02,-3.37,42.42,-5.78,36.39,-14.21,30.98,-14.87,36.5,17.82,20.92,0,0,0.07,0,M1:16.81% -> M2:15.5% -> M3:5.43% -> M4:5.28% -> M5:11.08% -> M6:41.33% -> M7:37.96% -> M8:32.18% -> M9:17.97% -> M10:3.1% -> M11:20.92%,
CTSH,1/1/23,63.97,15.14,60.58,-5.3,58.83,-2.89,57.78,-1.78,60.79,5.21,63.07,3.75,63.97,1.43,70.32,9.93,65.95,-6.21,62.89,-4.64,68.88,9.52,24.16,0,0,0.07,0,M1:15.14% -> M2:9.84% -> M3:6.95% -> M4:5.17% -> M5:10.38% -> M6:14.13% -> M7:15.56% -> M8:25.49% -> M9:19.28% -> M10:14.64% -> M11:24.16%,
F,1/1/23,11.07,14.36,10.75,-2.89,10.91,1.49,10.59,-2.93,10.64,0.47,13.36,25.56,11.72,-12.28,10.84,-7.51,11.03,1.75,8.91,-19.22,9.31,4.49,3.29,0,0,0.07,0,M1:14.36% -> M2:11.47% -> M3:12.96% -> M4:10.03% -> M5:10.5% -> M6:36.06% -> M7:23.78% -> M8:16.27% -> M9:18.02% -> M10:-1.2% -> M11:3.29%,
VRSK,1/1/23,179.04,2.16,176.58,-1.37,188.29,6.63,191.33,1.61,218.17,14.03,222.29,1.89,227,2.12,241.58,6.42,233.59,-3.31,219.93,-5.85,238.85,8.6,32.93,0,0,0.07,0,M1:2.16% -> M2:0.79% -> M3:7.42% -> M4:9.03% -> M5:23.06% -> M6:24.95% -> M7:27.07% -> M8:33.49% -> M9:30.18% -> M10:24.33% -> M11:32.93%,
EA,1/1/23,115.29,-5.52,109.75,-4.81,118.81,8.26,125.74,5.83,126.78,0.83,127.87,0.86,134.22,4.97,120.1,-10.52,118.99,-0.92,122.84,3.24,137.1,11.61,24.16,1,-10.33,0.07,-72.04,M1:-5.52% -> M2:-10.33% [SELL] -> M3:8.26% -> M4:14.09% -> M5:14.92% -> M6:15.78% -> M7:20.75% -> M8:10.23% -> M9:9.31% -> M10:12.55% -> M11:24.16%,
ODFL,1/1/23,173.06,22.37,168.12,-2.85,167.67,-0.27,158.64,-5.39,154.09,-2.87,182.29,18.3,207.93,14.07,214.91,3.36,201.62,-6.18,187.56,-6.97,192.52,2.64,36.21,0,0,0.07,0,M1:22.37% -> M2:19.52% -> M3:19.25% -> M4:13.86% -> M5:10.99% -> M6:29.29% -> M7:43.36% -> M8:46.72% -> M9:40.54% -> M10:33.57% -> M11:36.21%,
XEL,1/1/23,63.67,-2.05,59.78,-6.11,63.2,5.72,65.5,3.64,61.5,-6.11,58.71,-4.54,59.37,1.12,54.41,-8.35,54.52,0.2,56.58,3.78,58.2,2.86,6.84,1,-16.68,0.07,-116.15,M1:-2.05% -> M2:-8.16% -> M3:-2.44% -> M4:1.2% -> M5:-4.91% -> M6:-9.45% -> M7:-8.33% -> M8:-16.68% [SELL] -> M9:0.2% -> M10:3.98% -> M11:6.84%,
TRGP,1/1/23,71.06,1.92,71.36,0.42,71.9,0.76,71.96,0.08,65.68,-8.73,73.31,11.62,79.18,8.01,84.73,7.01,82.83,-2.24,82.39,-0.53,87.84,6.61,24.93,0,0,0.07,0,M1:1.92% -> M2:2.34% -> M3:3.1% -> M4:3.18% -> M5:-5.55% -> M6:6.07% -> M7:14.08% -> M8:21.09% -> M9:18.85% -> M10:18.32% -> M11:24.93%,
A,1/1/23,151.16,0.89,136.63,-9.61,135.49,-0.83,134.33,-0.86,115.51,-14.01,118.75,2.8,120.49,1.47,121.39,0.75,109.73,-9.61,101.62,-7.39,126.25,24.24,24.24,3,-36.4,0.07,-251.58,M1:0.89% -> M2:-8.72% -> M3:-9.55% -> M4:-10.41% [SELL] -> M5:-14.01% [SELL] -> M6:2.8% -> M7:4.27% -> M8:5.02% -> M9:-4.59% -> M10:-11.98% [SELL] -> M11:24.24%,
IT,1/1/23,337.05,-0.7,325.69,-3.37,323.27,-0.74,301.4,-6.77,339.91,12.78,348.03,2.39,341.1,-1.99,351.21,2.96,343.47,-2.2,331.86,-3.38,434.32,30.87,41.43,1,-11.58,0.07,-78.94,M1:-0.7% -> M2:-4.07% -> M3:-4.81% -> M4:-11.58% [SELL] -> M5:12.78% -> M6:15.17% -> M7:13.18% -> M8:16.14% -> M9:13.94% -> M10:10.56% -> M11:41.43%,
