date,type,amount,description,ticker,shares,price,gain_loss,gain_loss_pct,days_held
2020-12-31,sell,3689.0867999999996,Partial sell of 283.34 shares of NVDA purchased on __Insert Later__ for Rebalancing - Trim,NVDA,283.34,13.02,1997.5469999999998,66.88,364.0
2020-12-31,sell,4143.1536,Partial sell of 19.31 shares of MSFT purchased on __Insert Later__ for Rebalancing - Trim,MSFT,19.31,214.56,1182.5443999999998,39.94,364.0
2020-12-31,sell,197.9894,Sell of 2.27 shares of GOOGL purchased on __Insert Later__ for Rebalancing - Trim,GOOGL,2.27,87.22,-4.812400000000025,-2.37,30.0
2020-12-31,sell,267.7654,Sell of 3.07 shares of GOOGL purchased on __Insert Later__ for Rebalancing - Trim,GOOGL,3.07,87.22,66.52690000000001,33.06,244.0
2020-12-31,sell,249.4492,Sell of 2.86 shares of GOOGL purchased on __Insert Later__ for Rebalancing - Trim,GOOGL,2.86,87.22,45.24519999999998,22.16,213.0
2020-12-31,sell,248.577,Sell of 2.85 shares of GOOGL purchased on __Insert Later__ for Rebalancing - Trim,GOOGL,2.85,87.22,44.06099999999998,21.54,183.0
2020-12-31,sell,285.2094000000001,Partial sell of 3.270000000000001 shares of GOOGL purchased on __Insert Later__ for Rebalancing - Trim,GOOGL,3.270000000000001,87.22,50.55419999999998,21.54,183.0
2020-12-31,sell,197.89860000000002,Sell of 2.27 shares of GOOG purchased on __Insert Later__ for Rebalancing - Trim,GOOG,2.27,87.18,-5.221000000000004,-2.57,30.0
2020-12-31,sell,267.6426,Sell of 3.07 shares of GOOG purchased on __Insert Later__ for Rebalancing - Trim,GOOG,3.07,87.18,65.88220000000004,32.65,244.0
2020-12-31,sell,250.20660000000004,Sell of 2.87 shares of GOOG purchased on __Insert Later__ for Rebalancing - Trim,GOOG,2.87,87.18,45.719100000000026,22.36,213.0
2020-12-31,sell,249.3348,Sell of 2.86 shares of GOOG purchased on __Insert Later__ for Rebalancing - Trim,GOOG,2.86,87.18,44.67320000000001,21.83,183.0
2020-12-31,sell,318.2070000000001,Partial sell of 3.650000000000001 shares of GOOG purchased on __Insert Later__ for Rebalancing - Trim,GOOG,3.650000000000001,87.18,57.013000000000034,21.83,183.0
2020-12-31,sell,119.6272,Sell of 0.44 shares of META purchased on __Insert Later__ for Rebalancing - Trim,META,0.44,271.88,-5.865199999999987,-4.67,30.0
2020-12-31,sell,171.2844,Sell of 0.63 shares of META purchased on __Insert Later__ for Rebalancing - Trim,META,0.63,271.88,44.45280000000001,35.05,244.0
2020-12-31,sell,51.65720000000002,Partial sell of 0.19000000000000006 shares of META purchased on __Insert Later__ for Rebalancing - Trim,META,0.19000000000000006,271.88,7.801400000000008,17.79,213.0
2020-12-31,sell,7051.8956,Partial sell of 29.98 shares of TSLA purchased on __Insert Later__ for Rebalancing - Trim,TSLA,29.98,235.22,6192.0692,165.5,364.0
2020-12-31,sell,153.36810000000003,Sell of 3.87 shares of AVGO purchased on __Insert Later__ for Rebalancing - Trim,AVGO,3.87,39.63,64.89990000000003,73.36,244.0
2020-12-31,sell,139.1013,Sell of 3.51 shares of AVGO purchased on __Insert Later__ for Rebalancing - Trim,AVGO,3.51,39.63,49.526100000000014,55.28,213.0
2020-12-31,sell,128.00490000000002,Sell of 3.23 shares of AVGO purchased on __Insert Later__ for Rebalancing - Trim,AVGO,3.23,39.63,38.17860000000003,42.49,183.0
2020-12-31,sell,1794.0501000000006,Partial sell of 45.27000000000001 shares of AVGO purchased on __Insert Later__ for Rebalancing - Trim,AVGO,45.27000000000001,39.63,535.0914000000005,42.5,183.0
2020-12-31,sell,104.34150000000001,Sell of 0.45 shares of BRK-B purchased on __Insert Later__ for Rebalancing - Trim,BRK-B,0.45,231.87,22.140000000000015,26.93,244.0
2020-12-31,sell,106.6602,Sell of 0.46 shares of BRK-B purchased on __Insert Later__ for Rebalancing - Trim,BRK-B,0.46,231.87,22.0938,26.12,213.0
2020-12-31,sell,108.9789,Sell of 0.47 shares of BRK-B purchased on __Insert Later__ for Rebalancing - Trim,BRK-B,0.47,231.87,25.3236,30.27,183.0
2020-12-31,sell,999.3597000000001,Partial sell of 4.3100000000000005 shares of BRK-B purchased on __Insert Later__ for Rebalancing - Trim,BRK-B,4.3100000000000005,231.87,232.2228,30.27,183.0
2020-12-31,sell,79.36599999999999,Sell of 0.7 shares of JPM purchased on __Insert Later__ for Rebalancing - Trim,JPM,0.7,113.38,22.21799999999999,38.88,244.0
2020-12-31,sell,75.9646,Sell of 0.67 shares of JPM purchased on __Insert Later__ for Rebalancing - Trim,JPM,0.67,113.38,18.1235,31.33,213.0
2020-12-31,sell,80.4998,Sell of 0.71 shares of JPM purchased on __Insert Later__ for Rebalancing - Trim,JPM,0.71,113.38,22.528299999999994,38.86,183.0
2020-12-31,sell,1077.11,Partial sell of 9.5 shares of JPM purchased on __Insert Later__ for Rebalancing - Trim,JPM,9.5,113.38,301.43499999999983,38.86,183.0
2020-12-31,sell,65.7448,Sell of 0.31 shares of V purchased on __Insert Later__ for Rebalancing - Trim,V,0.31,212.08,13.218399999999995,25.15,244.0
2020-12-31,sell,59.38240000000001,Sell of 0.28 shares of V purchased on __Insert Later__ for Rebalancing - Trim,V,0.28,212.08,6.7760000000000105,12.87,213.0
2020-12-31,sell,29.69119999999999,Partial sell of 0.13999999999999996 shares of V purchased on __Insert Later__ for Rebalancing - Trim,V,0.13999999999999996,212.08,3.4664,13.21,183.0
2020-12-31,sell,52.2675,Sell of 0.15 shares of MA purchased on __Insert Later__ for Rebalancing - Trim,MA,0.15,348.45,13.012500000000003,33.17,244.0
2020-12-31,sell,13.938000000000002,Partial sell of 0.04000000000000001 shares of MA purchased on __Insert Later__ for Rebalancing - Trim,MA,0.04000000000000001,348.45,2.1980000000000004,18.72,213.0
2020-12-31,sell,46.17060000000001,Sell of 0.14 shares of UNH purchased on __Insert Later__ for Rebalancing - Trim,UNH,0.14,329.79,9.158800000000006,24.75,244.0
2020-12-31,sell,46.17060000000001,Sell of 0.14 shares of UNH purchased on __Insert Later__ for Rebalancing - Trim,UNH,0.14,329.79,6.372800000000005,16.01,213.0
2020-12-31,sell,46.17060000000001,Sell of 0.14 shares of UNH purchased on __Insert Later__ for Rebalancing - Trim,UNH,0.14,329.79,7.27300000000001,18.69,183.0
2020-12-31,sell,257.2362,Partial sell of 0.78 shares of UNH purchased on __Insert Later__ for Rebalancing - Trim,UNH,0.78,329.79,40.521000000000015,18.7,183.0
2020-12-31,sell,33.82020000000001,Sell of 0.27 shares of PG purchased on __Insert Later__ for Rebalancing - Trim,PG,0.27,125.26,-0.0566999999999922,-0.18,30.0
2020-12-31,sell,154.06980000000001,Sell of 1.23 shares of PG purchased on __Insert Later__ for Rebalancing - Trim,PG,1.23,125.26,24.108000000000033,18.55,304.0
2020-12-31,sell,40.083200000000005,Sell of 0.32 shares of PG purchased on __Insert Later__ for Rebalancing - Trim,PG,0.32,125.26,6.825600000000001,20.51,244.0
2020-12-31,sell,26.304599999999976,Partial sell of 0.2099999999999998 shares of PG purchased on __Insert Later__ for Rebalancing - Trim,PG,0.2099999999999998,125.26,4.399499999999996,20.07,213.0
2020-12-31,sell,33.53,Sell of 0.14 shares of HD purchased on __Insert Later__ for Rebalancing - Trim,HD,0.14,239.5,-2.181200000000004,-6.1,121.0
2020-12-31,sell,35.92499999999999,Partial sell of 0.14999999999999997 shares of HD purchased on __Insert Later__ for Rebalancing - Trim,HD,0.14999999999999997,239.5,-1.420500000000004,-3.8,91.0
2020-12-31,sell,131.224,Sell of 0.94 shares of JNJ purchased on __Insert Later__ for Rebalancing - Trim,JNJ,0.94,139.6,16.835399999999993,14.71,304.0
2020-12-31,sell,32.108,Sell of 0.23 shares of JNJ purchased on __Insert Later__ for Rebalancing - Trim,JNJ,0.23,139.6,2.4655999999999985,8.33,244.0
2020-12-31,sell,32.108,Sell of 0.23 shares of JNJ purchased on __Insert Later__ for Rebalancing - Trim,JNJ,0.23,139.6,2.4816999999999965,8.37,213.0
2020-12-31,sell,8.376000000000003,Partial sell of 0.060000000000000026 shares of JNJ purchased on __Insert Later__ for Rebalancing - Trim,JNJ,0.060000000000000026,139.6,1.005,13.64,183.0
2020-12-31,sell,28.449799999999996,Sell of 0.59 shares of KO purchased on __Insert Later__ for Rebalancing - Trim,KO,0.59,48.22,5.374899999999997,23.32,244.0
2020-12-31,sell,27.967599999999997,Sell of 0.58 shares of KO purchased on __Insert Later__ for Rebalancing - Trim,KO,0.58,48.22,4.593600000000002,19.68,213.0
2020-12-31,sell,28.932,Sell of 0.6 shares of KO purchased on __Insert Later__ for Rebalancing - Trim,KO,0.6,48.22,5.658000000000001,24.32,183.0
2020-12-31,sell,216.02560000000003,Partial sell of 4.48 shares of KO purchased on __Insert Later__ for Rebalancing - Trim,KO,4.48,48.22,42.24640000000002,24.31,183.0
2020-12-31,sell,22.608300000000003,Sell of 0.33 shares of MRK purchased on __Insert Later__ for Rebalancing - Trim,MRK,0.33,68.51,-0.37620000000000076,-1.61,121.0
2020-12-31,sell,21.9232,Partial sell of 0.32 shares of MRK purchased on __Insert Later__ for Rebalancing - Trim,MRK,0.32,68.51,1.5808,7.77,244.0
2020-12-31,sell,27.126,Sell of 0.11 shares of ACN purchased on __Insert Later__ for Rebalancing - Trim,ACN,0.11,246.6,8.564599999999999,46.17,244.0
2020-12-31,sell,24.66,Sell of 0.1 shares of ACN purchased on __Insert Later__ for Rebalancing - Trim,ACN,0.1,246.6,5.603999999999999,29.38,213.0
2020-12-31,sell,24.66,Sell of 0.1 shares of ACN purchased on __Insert Later__ for Rebalancing - Trim,ACN,0.1,246.6,4.5539999999999985,22.63,183.0
2020-12-31,sell,162.756,Partial sell of 0.66 shares of ACN purchased on __Insert Later__ for Rebalancing - Trim,ACN,0.66,246.6,30.056399999999996,22.65,183.0
2020-12-31,sell,324.7537,Partial sell of 0.59 shares of NOW purchased on __Insert Later__ for Rebalancing - Trim,NOW,0.59,550.43,152.92209999999997,76.05,364.0
2020-12-31,sell,24.0702,Sell of 0.21 shares of AXP purchased on __Insert Later__ for Rebalancing - Trim,AXP,0.21,114.62,6.6402,38.1,244.0
2020-12-31,sell,22.924000000000003,Sell of 0.2 shares of AXP purchased on __Insert Later__ for Rebalancing - Trim,AXP,0.2,114.62,4.740000000000002,26.07,213.0
2020-12-31,sell,22.924000000000003,Sell of 0.2 shares of AXP purchased on __Insert Later__ for Rebalancing - Trim,AXP,0.2,114.62,5.166,29.05,183.0
2020-12-31,sell,239.5558,Partial sell of 2.09 shares of AXP purchased on __Insert Later__ for Rebalancing - Trim,AXP,2.09,114.62,53.984700000000004,29.09,183.0
2020-12-31,sell,64.2741,Sell of 0.33 shares of MCD purchased on __Insert Later__ for Rebalancing - Trim,MCD,0.33,194.77,-1.112099999999998,-1.71,91.0
2020-12-31,sell,17.5293,Sell of 0.09 shares of MCD purchased on __Insert Later__ for Rebalancing - Trim,MCD,0.09,194.77,-0.12689999999999912,-0.74,30.0
2020-12-31,sell,21.4247,Sell of 0.11 shares of MCD purchased on __Insert Later__ for Rebalancing - Trim,MCD,0.11,194.77,3.5199999999999996,19.66,244.0
2020-12-31,sell,19.477000000000004,Sell of 0.1 shares of MCD purchased on __Insert Later__ for Rebalancing - Trim,MCD,0.1,194.77,2.6650000000000027,15.88,213.0
2020-12-31,sell,19.47699999999999,Partial sell of 0.09999999999999995 shares of MCD purchased on __Insert Later__ for Rebalancing - Trim,MCD,0.09999999999999995,194.77,2.911999999999999,17.56,183.0
2020-12-31,sell,19.6545,Sell of 0.15 shares of PEP purchased on __Insert Later__ for Rebalancing - Trim,PEP,0.15,131.03,2.782499999999999,16.48,244.0
2020-12-31,sell,19.6545,Sell of 0.15 shares of PEP purchased on __Insert Later__ for Rebalancing - Trim,PEP,0.15,131.03,2.413499999999999,13.98,213.0
2020-12-31,sell,19.6545,Sell of 0.15 shares of PEP purchased on __Insert Later__ for Rebalancing - Trim,PEP,0.15,131.03,2.360999999999997,13.65,183.0
2020-12-31,sell,58.963499999999996,Partial sell of 0.44999999999999996 shares of PEP purchased on __Insert Later__ for Rebalancing - Trim,PEP,0.44999999999999996,131.03,7.082999999999998,13.65,183.0
2020-12-31,sell,22.8534,Sell of 0.41 shares of BX purchased on __Insert Later__ for Rebalancing - Trim,BX,0.41,55.74,5.3587000000000025,30.65,244.0
2020-12-31,sell,20.6238,Sell of 0.37 shares of BX purchased on __Insert Later__ for Rebalancing - Trim,BX,0.37,55.74,2.7120999999999995,15.13,213.0
2020-12-31,sell,20.6238,Sell of 0.37 shares of BX purchased on __Insert Later__ for Rebalancing - Trim,BX,0.37,55.74,3.0451000000000015,17.29,183.0
2020-12-31,sell,133.77599999999998,Partial sell of 2.3999999999999995 shares of BX purchased on __Insert Later__ for Rebalancing - Trim,BX,2.3999999999999995,55.74,19.75200000000001,17.32,183.0
2020-12-31,sell,18.9449,Sell of 0.19 shares of IBM purchased on __Insert Later__ for Rebalancing - Trim,IBM,0.19,99.71,1.3356999999999992,7.55,244.0
2020-12-31,sell,17.947799999999997,Sell of 0.18 shares of IBM purchased on __Insert Later__ for Rebalancing - Trim,IBM,0.18,99.71,0.622799999999998,3.64,213.0
2020-12-31,sell,18.9449,Sell of 0.19 shares of IBM purchased on __Insert Later__ for Rebalancing - Trim,IBM,0.19,99.71,1.586500000000001,9.1,183.0
2020-12-31,sell,16.9507,Partial sell of 0.17000000000000004 shares of IBM purchased on __Insert Later__ for Rebalancing - Trim,IBM,0.17000000000000004,99.71,1.4194999999999975,9.14,183.0
2020-12-31,sell,24.841,Sell of 0.1 shares of LIN purchased on __Insert Later__ for Rebalancing - Trim,LIN,0.1,248.41,8.047,47.95,244.0
2020-12-31,sell,22.3569,Sell of 0.09 shares of LIN purchased on __Insert Later__ for Rebalancing - Trim,LIN,0.09,248.41,5.156099999999999,30.0,213.0
2020-12-31,sell,19.8728,Sell of 0.08 shares of LIN purchased on __Insert Later__ for Rebalancing - Trim,LIN,0.08,248.41,3.796800000000001,23.57,183.0
2020-12-31,sell,57.13430000000001,Partial sell of 0.23000000000000004 shares of LIN purchased on __Insert Later__ for Rebalancing - Trim,LIN,0.23000000000000004,248.41,10.915800000000004,23.62,183.0
2020-12-31,sell,46.094,Sell of 0.1 shares of TMO purchased on __Insert Later__ for Rebalancing - Trim,TMO,0.1,460.94,-1.439,-3.03,59.0
2020-12-31,sell,13.828199999999999,Sell of 0.03 shares of TMO purchased on __Insert Later__ for Rebalancing - Trim,TMO,0.03,460.94,-0.1515000000000004,-1.07,30.0
2020-12-31,sell,96.7974,Sell of 0.21 shares of TMO purchased on __Insert Later__ for Rebalancing - Trim,TMO,0.21,460.94,33.5727,53.12,304.0
2020-12-31,sell,23.047,Sell of 0.05 shares of TMO purchased on __Insert Later__ for Rebalancing - Trim,TMO,0.05,460.94,6.7545,41.5,244.0
2020-12-31,sell,23.047,Sell of 0.05 shares of TMO purchased on __Insert Later__ for Rebalancing - Trim,TMO,0.05,460.94,5.789999999999999,33.55,213.0
2020-12-31,sell,18.4376,Sell of 0.04 shares of TMO purchased on __Insert Later__ for Rebalancing - Trim,TMO,0.04,460.94,4.2104,29.59,183.0
2020-12-31,sell,13.828200000000002,Partial sell of 0.030000000000000006 shares of TMO purchased on __Insert Later__ for Rebalancing - Trim,TMO,0.030000000000000006,460.94,3.1578,29.59,183.0
2020-12-31,sell,89.232,Sell of 0.88 shares of ABT purchased on __Insert Later__ for Rebalancing - Trim,ABT,0.88,101.4,23.478399999999993,35.71,304.0
2020-12-31,sell,20.28,Sell of 0.2 shares of ABT purchased on __Insert Later__ for Rebalancing - Trim,ABT,0.2,101.4,3.757999999999999,22.76,244.0
2020-12-31,sell,20.28,Sell of 0.2 shares of ABT purchased on __Insert Later__ for Rebalancing - Trim,ABT,0.2,101.4,3.176000000000002,18.6,213.0
2020-12-31,sell,20.28,Sell of 0.2 shares of ABT purchased on __Insert Later__ for Rebalancing - Trim,ABT,0.2,101.4,3.428000000000001,20.36,183.0
2020-12-31,sell,10.139999999999999,Partial sell of 0.09999999999999998 shares of ABT purchased on __Insert Later__ for Rebalancing - Trim,ABT,0.09999999999999998,101.4,1.7140000000000004,20.34,183.0
2020-12-31,sell,15.5907,Sell of 0.17 shares of AMD purchased on __Insert Later__ for Rebalancing - Trim,AMD,0.17,91.71,-0.15639999999999965,-1.02,30.0
2020-12-31,sell,30.2643,Sell of 0.33 shares of AMD purchased on __Insert Later__ for Rebalancing - Trim,AMD,0.33,91.71,13.803899999999999,83.84,244.0
2020-12-31,sell,28.4301,Sell of 0.31 shares of AMD purchased on __Insert Later__ for Rebalancing - Trim,AMD,0.31,91.71,11.8048,70.96,213.0
2020-12-31,sell,28.4301,Sell of 0.31 shares of AMD purchased on __Insert Later__ for Rebalancing - Trim,AMD,0.31,91.71,12.130300000000002,74.42,183.0
2020-12-31,sell,176.08319999999998,Partial sell of 1.92 shares of AMD purchased on __Insert Later__ for Rebalancing - Trim,AMD,1.92,91.71,75.12959999999998,74.42,183.0
2020-12-31,sell,19.345899999999997,Sell of 0.29 shares of PM purchased on __Insert Later__ for Rebalancing - Trim,PM,0.29,66.71,2.9898999999999987,18.28,244.0
2020-12-31,sell,19.345899999999997,Sell of 0.29 shares of PM purchased on __Insert Later__ for Rebalancing - Trim,PM,0.29,66.71,2.8767999999999994,17.49,213.0
2020-12-31,sell,20.012999999999998,Sell of 0.3 shares of PM purchased on __Insert Later__ for Rebalancing - Trim,PM,0.3,66.71,3.5969999999999978,21.86,183.0
2020-12-31,sell,127.41609999999999,Partial sell of 1.91 shares of PM purchased on __Insert Later__ for Rebalancing - Trim,PM,1.91,66.71,22.900899999999993,21.91,183.0
2020-12-31,sell,24.543,Sell of 0.09 shares of ISRG purchased on __Insert Later__ for Rebalancing - Trim,ISRG,0.09,272.7,9.5769,63.93,244.0
2020-12-31,sell,21.816,Sell of 0.08 shares of ISRG purchased on __Insert Later__ for Rebalancing - Trim,ISRG,0.08,272.7,6.493599999999999,42.43,213.0
2020-12-31,sell,21.816,Sell of 0.08 shares of ISRG purchased on __Insert Later__ for Rebalancing - Trim,ISRG,0.08,272.7,6.468,42.15,183.0
2020-12-31,sell,278.15399999999994,Partial sell of 1.0199999999999998 shares of ISRG purchased on __Insert Later__ for Rebalancing - Trim,ISRG,1.0199999999999998,272.7,82.46699999999998,42.14,183.0
2020-12-31,sell,25.8818,Sell of 0.49 shares of GE purchased on __Insert Later__ for Rebalancing - Trim,GE,0.49,52.82,10.3684,66.86,244.0
2020-12-31,sell,25.3536,Sell of 0.48 shares of GE purchased on __Insert Later__ for Rebalancing - Trim,GE,0.48,52.82,9.5712,60.65,183.0
2020-12-31,sell,250.895,Partial sell of 4.75 shares of GE purchased on __Insert Later__ for Rebalancing - Trim,GE,4.75,52.82,94.715,60.64,183.0
2020-12-31,buy,9614.66,Rebalancing - Add,AMZN,59.04,162.85,,,
2020-12-31,buy,3717.25,Rebalancing - Add,WMT,82.24,45.2,,,
2020-12-31,buy,3989.83,Rebalancing - Add,LLY,24.76,161.14,,,
2020-12-31,buy,2248.01,Rebalancing - Add,ORCL,36.98,60.79,,,
2020-12-31,buy,2545.26,Rebalancing - Add,XOM,73.52,34.62,,,
2020-12-31,buy,2065.43,Rebalancing - Add,COST,5.77,357.96,,,
2020-12-31,buy,2006.11,Rebalancing - Add,NFLX,3.71,540.73,,,
2020-12-31,buy,1602.82,Rebalancing - Add,BAC,58.69,27.31,,,
2020-12-31,buy,1195.09,Rebalancing - Add,ABBV,13.22,90.4,,,
2020-12-31,buy,1192.1,Rebalancing - Add,TMUS,9.04,131.87,,,
2020-12-31,buy,1403.31,Rebalancing - Add,CVX,19.86,70.66,,,
2020-12-31,buy,1227.74,Rebalancing - Add,WFC,44.89,27.35,,,
2020-12-31,buy,1352.51,Rebalancing - Add,CSCO,34.38,39.34,,,
2020-12-31,buy,944.96,Rebalancing - Add,DIS,5.28,178.97,,,
2021-02-01,deposit,3000.0,Monthly investment,,,,,,
2021-02-01,sell,93.88,Sold 0.36 shares of META for tax-loss harvesting,META,0.36,260.78,-33.07000000000001,-26.05,245.0
2021-02-01,sell,26.93,Sold 0.14 shares of V for tax-loss harvesting,V,0.14,192.33,-25.520000000000003,-48.66,215.0
2021-02-01,sell,31.43,Sold 0.1 shares of MA for tax-loss harvesting,MA,0.1,314.31,-9.660000000000004,-23.51,245.0
2021-02-01,sell,12.85,Sold 0.11 shares of PG for tax-loss harvesting,PG,0.11,116.8,-20.53,-61.5,245.0
2021-02-01,sell,82.8,Sold 0.34 shares of HD for tax-loss harvesting,HD,0.34,243.52,-39.2,-32.13,123.0
2021-02-01,sell,25.98,Sold 0.18 shares of JNJ for tax-loss harvesting,JNJ,0.18,144.33,-3.5,-11.87,215.0
2021-02-01,sell,21.32,Sold 0.5 shares of KO for tax-loss harvesting,KO,0.5,42.63,-2.789999999999999,-11.57,32.0
2021-02-01,sell,0.65,Sold 0.01 shares of MRK for tax-loss harvesting,MRK,0.01,64.79,-20.330000000000002,-96.9,276.0
2021-02-01,sell,1.89,Sold 0.01 shares of MCD for tax-loss harvesting,MCD,0.01,188.73,-16.33,-89.63,215.0
2021-02-01,buy,415.37,Bought 3.17 shares of AAPL,AAPL,3.17,131.03,,,
2021-02-01,buy,356.4,Bought 27.0 shares of NVDA,NVDA,27.0,13.2,,,
2021-02-01,buy,349.1,Bought 1.51 shares of MSFT,MSFT,1.51,231.19,,,
2021-02-01,buy,254.05,Bought 1.52 shares of AMZN,AMZN,1.52,167.14,,,
2021-02-01,buy,253.4,Bought 2.69 shares of GOOGL,GOOGL,2.69,94.2,,,
2021-02-01,buy,253.58,Bought 2.68 shares of GOOG,GOOG,2.68,94.62,,,
2021-02-01,buy,145.57,Bought 0.52 shares of TSLA,TSLA,0.52,279.94,,,
2021-02-01,buy,111.09,Bought 2.63 shares of AVGO,AVGO,2.63,42.24,,,
2021-02-01,buy,105.49,Bought 0.46 shares of BRK-B,BRK-B,0.46,229.32,,,
2021-02-01,buy,79.92,Bought 1.83 shares of WMT,WMT,1.83,43.67,,,
2021-02-01,buy,73.67,Bought 0.38 shares of LLY,LLY,0.38,193.88,,,
2021-02-01,buy,71.06,Bought 0.61 shares of JPM,JPM,0.61,116.49,,,
2021-02-01,buy,51.06,Bought 0.88 shares of ORCL,ORCL,0.88,58.02,,,
2021-02-01,buy,49.79,Bought 1.32 shares of XOM,XOM,1.32,37.72,,,
2021-02-01,buy,47.12,Bought 0.15 shares of UNH,UNH,0.15,314.1,,,
2021-02-01,buy,43.29,Bought 0.13 shares of COST,COST,0.13,333.02,,,
2021-02-01,buy,37.73,Bought 0.07 shares of NFLX,NFLX,0.07,539.04,,,
2021-02-01,buy,36.45,Bought 1.35 shares of BAC,BAC,1.35,27.0,,,
2021-02-01,buy,34.08,Bought 0.15 shares of CRM,CRM,0.15,227.19,,,
2021-02-01,buy,33.18,Bought 0.38 shares of ABBV,ABBV,0.38,87.32,,,
2021-02-01,buy,27.63,Bought 0.22 shares of TMUS,TMUS,0.22,125.58,,,
2021-02-01,buy,27.47,Bought 0.38 shares of CVX,CVX,0.38,72.3,,,
2021-02-01,buy,25.27,Bought 0.93 shares of WFC,WFC,0.93,27.17,,,
2021-02-01,buy,25.35,Bought 0.63 shares of CSCO,CSCO,0.63,40.24,,,
2021-02-01,buy,23.45,Bought 0.1 shares of ACN,ACN,0.1,234.52,,,
2021-02-01,buy,22.34,Bought 0.04 shares of NOW,NOW,0.04,558.56,,,
2021-02-01,buy,22.27,Bought 0.2 shares of AXP,AXP,0.2,111.33,,,
2021-02-01,buy,21.79,Bought 0.18 shares of PEP,PEP,0.18,121.03,,,
2021-02-01,buy,22.06,Bought 0.37 shares of BX,BX,0.37,59.63,,,
2021-02-01,buy,21.96,Bought 0.23 shares of IBM,IBM,0.23,95.48,,,
2021-02-01,buy,20.27,Bought 0.12 shares of DIS,DIS,0.12,168.88,,,
2021-02-01,buy,21.25,Bought 0.09 shares of LIN,LIN,0.09,236.08,,,
2021-02-01,buy,20.4,Bought 0.04 shares of TMO,TMO,0.04,510.11,,,
2021-02-01,buy,21.32,Bought 0.36 shares of MS,MS,0.36,59.22,,,
2021-02-01,buy,20.51,Bought 0.18 shares of ABT,ABT,0.18,113.94,,,
2021-02-01,buy,18.8,Bought 0.04 shares of ADBE,ADBE,0.04,470.0,,,
2021-02-01,buy,20.16,Bought 0.23 shares of AMD,AMD,0.23,87.66,,,
2021-02-01,buy,20.38,Bought 0.32 shares of PM,PM,0.32,63.7,,,
2021-02-01,buy,19.9,Bought 0.08 shares of ISRG,ISRG,0.08,248.7,,,
2021-02-01,buy,19.7,Bought 0.58 shares of PLTR,PLTR,0.58,33.96,,,
2021-02-01,buy,19.44,Bought 0.37 shares of GE,GE,0.37,52.53,,,
2021-02-01,sell,209.95499999999998,Partial sell of 0.75 shares of TSLA purchased on __Insert Later__ for Rebalancing - Trim,TSLA,0.75,279.94,188.445,-0.89,396.0
2021-02-01,sell,83.3684,Sell of 0.43 shares of LLY purchased on __Insert Later__ for Rebalancing - Trim,LLY,0.43,193.88,23.632800000000003,39.55,62.0
2021-02-01,sell,73.6744,Sell of 0.38 shares of LLY purchased on __Insert Later__ for Rebalancing - Trim,LLY,0.38,193.88,12.44120000000001,20.32,32.0
2021-02-01,sell,1.938799999999991,Partial sell of 0.009999999999999953 shares of LLY purchased on __Insert Later__ for Rebalancing - Trim,LLY,0.009999999999999953,193.88,0.3273999999999986,20.32,32.0
2021-02-01,buy,403.57,Rebalancing - Add,AAPL,3.08,131.03,,,
2021-03-01,deposit,3000.0,Monthly investment,,,,,,
2021-03-01,sell,3101.27,Sold 12.95 shares of TSLA for tax-loss harvesting,TSLA,12.95,239.48,-768.52,-19.86,424.0
2021-03-01,sell,124.53,Sold 0.52 shares of TSLA for tax-loss harvesting,TSLA,0.52,239.48,-21.039999999999992,-14.45,28.0
2021-03-01,sell,62.2,Sold 1.51 shares of WMT for tax-loss harvesting,WMT,1.51,41.19,-7.429999999999993,-10.67,181.0
2021-03-01,sell,55.19,Sold 1.34 shares of WMT for tax-loss harvesting,WMT,1.34,41.19,-8.71,-13.63,90.0
2021-03-01,sell,28.42,Sold 0.09 shares of COST for tax-loss harvesting,COST,0.09,315.82,-4.719999999999999,-14.24,90.0
2021-03-01,sell,31.58,Sold 0.1 shares of COST for tax-loss harvesting,COST,0.1,315.82,-4.219999999999999,-11.79,60.0
2021-03-01,sell,1822.28,Sold 5.77 shares of COST for tax-loss harvesting,COST,5.77,315.82,-243.14999999999986,-11.77,60.0
2021-03-01,sell,31.52,Sold 0.28 shares of PG for tax-loss harvesting,PG,0.28,112.56,-3.5500000000000007,-10.12,60.0
2021-03-01,sell,69.71,Sold 1.15 shares of MRK for tax-loss harvesting,MRK,1.15,60.62,-8.310000000000002,-10.65,151.0
2021-03-01,sell,18.79,Sold 0.31 shares of MRK for tax-loss harvesting,MRK,0.31,60.62,-2.2200000000000024,-10.57,90.0
2021-03-01,sell,19.4,Sold 0.32 shares of MRK for tax-loss harvesting,MRK,0.32,60.62,-2.520000000000003,-11.5,60.0
2021-03-01,sell,16.16,Sold 0.14 shares of PEP for tax-loss harvesting,PEP,0.14,115.41,-2.1799999999999997,-11.89,60.0
2021-03-01,sell,18.19,Sold 0.04 shares of TMO for tax-loss harvesting,TMO,0.04,454.78,-2.2099999999999973,-10.83,28.0
2021-03-01,sell,14.39,Sold 0.58 shares of PLTR for tax-loss harvesting,PLTR,0.58,24.81,-5.309999999999999,-26.95,28.0
2021-03-01,buy,1036.33,Bought 8.29 shares of AAPL,AAPL,8.29,125.01,,,
2021-03-01,buy,889.23,Bought 64.39 shares of NVDA,NVDA,64.39,13.81,,,
